,name,latitude,longitude,adress,photo_id,photo_width
83,баскетбольная площадка 519,55.6833191,37.7210621,"с, ул. гурьянова, 39 строение 2, москва, россия, 109388",0,0
84,баскетбольная площадка,55.6280234,37.847496,"ул. ленина, 42, дзержинский, московская обл., россия, 140090",Aap_uECl2ylMzEN0ValNIsX7ySbqrskYYgx5q-05GB_cHrr-Nsa8M3OSpQoTwkH0pVSxKvONKQQfcrUPqDKEcMaeU8Fq_2uZU40dI2hurlv0SBTFtRYhaNIjujgJSHvL6c6KWW-gYPULbJD82px6ez4YfmUha5uORfRnP28Ih5zuiS3piG3b,4898
85,баскетбольная площадка,55.7091772,37.81002489999999,"сормовская ул., 12, москва, россия, 109444",Aap_uEDbynuxyGtUyLdynnonGs0xYiI4kSt7HnhWUHKI8DeRzIcx41BIO9c8luilPjepNrZNZoyPH3b-MRfGMXKQHs-nMBvIb8SZUE8GBh9gqfFcTW0UMmL64TDu-L-qqA70EoegGJ6E_9bey-cqLAwV1I6pOgteIZ1F_m-Qh1nNpqgFR3JS,5504
86,баскетбольная площадка,55.6959175,37.9578549,"камова ул., 6/2, москва, россия, 111674",0,0
87,баскетбольная площадка,55.7096855,37.8881128,"ул. дмитриевского, 9 строение 1, москва, россия, 111675",0,0
88,баскетбольная академия илоны корстин,55.800827,37.59457889999999,"ул. складочная, 1 стр 1, москва, россия, 127015",Aap_uECP1_G4FvttJqy-IwIeOfewaM4qn5lP7gFkjNdSq6T2-zFmop1F-bgTXigGEpG9KOY-0VlM_bj90w0NYfhqg1ivX5dY59-I_n2KI9euS93ifzxXhs2mSgAvjsOnLGV36Z6slkSgp_6lu_EIUDsMJT3SdjdbVpDm8DiJ2Q7P2PjZ-hqO,1927
89,футбольная / баскетбольная площадка,55.8057927,37.6434984,"alekseyevskiy, москва, россия, 129626",Aap_uECq-lOaE0_q13Ie7WD8WPgj4Ca5WOn64Z0xoubB_vZLbYfYIyHEdHdrTX-2NzyhBn8qqeiyJUx203TnCzrQjbUwtsYau4vcUvTK1jpQa5FlPlw6BFp05C6RKKXKTNKRlhg2ApJ5Vtrb6Nvb8iw0N1YjGflUfrI3pYGanerSQZOW0rXn,3024
90,баскетбольная площадка,55.7298167,37.8273849,"ул. вешняковская, 23с2, москва, россия, 111539",Aap_uECvP8NW6ZUBE93ScPc8ddvxiHxpcHYdbe4dMQ27BcDlMLmwekUPcwqNoJ-P7SkqCVZdVdvN56pFexDXepmx9EKoK23xNgXhtLP_YB3Ke--e0L0d1vdUc0cUuqxAMf3X37KN-FPYL3D7l7DatiEVCEJ7B1OZ5KzJMwE6Rnr5qQQINFSo,4000
91,баскетбольная площадка,55.7394583,37.8183914,"ул. вешняковская, 1 корпус 1, москва, россия, 111402",Aap_uEDLZ3osuIb82wW3EmCanqN6cHfPdAmNqgbIIATbW7GOjb2nRiGhwXvAZGGrLBwCOgTjueZ5a4nEWKPvUbDx6IDVqsKBo7ftC5ynbQa38TeHCCyWOn70HH4GD7-fcVAou_Fc-R3FAvquQQWchiLcNH5dP8tfQU2jwmW2Hnrk07WZ3xQO,1280
92,баскетбольная площадка,55.7277618,37.8276161,"косинская ул., 4, москва, россия, 111538",0,0
93,игровая площадка,55.747048,37.81452340000001,"свободный пр., 30 строение 2, москва, россия, 111396",Aap_uECPVHrB0jQygUZN_ZHQafkSB1boWQi1RcKZ8AlcY42MtZtkr0bXXK9yuW_-Rk-DCw0_flL5X98OCJwtW7hAEqFnWClBxrOfrOgXNW644Q9R-NbPW-LA5xzb3k3hKAHk3ttptTdjRbhwpjOLscnZ4y633Ka3sHjqRnGF1mczTrNfBeGR,1280
94,баскетбольная площадка,55.7586679,37.860755,"реутов, московская обл., россия, 143964",Aap_uEA_AQgOoEg2xXEKt9Z9dwlp-Qupzoi_CMwdkmi66krVZZm189EZZ-6st7PLC3LSa-AEkULea0Jr4OdACbHaPk8e7cj4WWG6L-63DYWpGKUpZ3bL1EldQV5aU8P8LAo8PsvOtVycdr5gQ3Ap-vVK5IrlEX1jB9i6GjZV6OV6o6KbIco3,1024
95,футбольно - баскетбольная площадка,55.71105799999999,37.816591,"рязанский пр., 76/2, москва, россия, 109444",Aap_uEDrGC6k4plpXuQsNGAvyL293jfOQrN4e-s7et0GZjkgCR9aTswIR_PZlT0AoqyKkh4RrhfSTCFJD_DByc201mnx0VuOzj3Q2OriNSD2_H-LrEjf06taz3I1V7cydwdiOGPJKIZUREaN1L54uNPKQ2-wj2B2EC3J8qEyQPGsl9Ld-LB3,5504
96,баскетбольная площадка,55.7111903,37.8852867,"татьяны макаровой ул., 3 строение 1, москва, россия, 111675",0,0
97,баскетбольная площадка,55.7647687,37.8570065,"ул. советская, 6а, реутов, московская обл., россия, 143960",0,0
98,баскетбольная площадка,55.6969925,37.904762,"ул. воинов-интернационалистов, 7, люберцы, московская обл., россия, 140013",0,0
99,футбольная и баскетбольная плащадки,55.8630796,37.4509408,"москва, россия, 125364",Aap_uECFBa1qx9ZJa0gyPfRntVgZCbggBlG31bSpJe09r559UfBAgxniL9lP9NSjEF20PfXGnKYn76-p6l_ujivRK3UJfrO-tQ9rJHuSufo13JPtxCSl1Z7Ood2ILh5wpIQ2KiekDWTwMI5dJF-AiNoStlTccfYDKYA9Eye6dD7HCO1LNSHz,4032
100,баскетбольная площадка,55.8252964,37.9474353,"ул. летная, 10, балашиха, московская обл., россия, 143909",0,0
101,баскетбольная площадка,55.7925798,37.97618569999999,"ул. твардовского, 13, балашиха, московская обл., россия, 143900",0,0
102,баскетбольная площадка,55.7989385,37.9730311,"пр. ленина, 40, балашиха, московская обл., россия, 143903",0,0
103,баскетбольная площадка,55.8083873,38.0538576,"балашиха, московская обл., россия, 142452",0,0
104,баскетбольная площадка,55.6428615,37.4105834,"москва, россия, 119620",0,0
105,"фитнес-стадион, волейбольная и баскетбольная площадка, футбольное поле",55.65006380000001,37.3993592,"солнцевский пр., 5к1, москва, россия, 119620",0,0
106,баскетбольная площадка,55.7742823,37.2435125,"московская обл., россия, 143421",0,0
107,универсальная спортивная площадка,55.5274686,37.444157,"воскресенское, московская обл., россия, 142791",Aap_uEBaDH1jpAj_jB_4jCbDQmX2oK6Lxih-joAQp2hEbE5x7bGMCYZvGcxXe50CqD4vgKPyh2AZpMZCngKHzo2Cx3FmrGgOp2XKPuJxx8EWYw5An37ikiarUuyRz8iUXuwCyRZNODhQT0p8zi7F3lz2lwylccS1l6QlqCi-Se6pFMjhvu7j,1000
108,баскетбольная площадка,55.5448709,37.5205333,"ул. адмирала лазарева, 42к1с1, москва, россия, 117041",0,0
109,баскетбольная площадка,55.4951561,37.3052784,"моква@троицк, заречная ул., 19, моква@троицк, московская обл., россия, 142191",Aap_uEBBnrzw-bck0DBJgkpGBA_RlEEcXhGaPj-bOqgNt4pHApVauCjSGFmXe5USkiZud7PTHtjqcB8a3Pow-EzI3O59UAhzxy2TdXHvlWNIVFLtBVSjWbwxBpb6Oe_bPo6QeLoGa6Q62xYI-cae4Ge9sfD5Udf0XP-z_UqwOLwum4PndFXe,4160
110,баскетбольная площадка,55.53235100000001,37.5254819,"чечерский пр., 70, москва, россия, 117042",0,0
111,баскетбольная площадка,55.6015165,37.3595368,"ул. бианки, 4 корпус 2, москва, московская обл., россия, 142784",0,0
112,баскетбол и футбол летом и каток зимой днем и ночью,55.6956703,37.9081592,"к, комсомольский пр., 19 корпус 2, люберцы, московская обл., россия, 140013",Aap_uEAgWMWOBsVUkla4SP4h9VVUsVldlM8lK_l9VHHXXe0TnJvkFp0Q8ezvGU3FcAFXwmGOIMFtb9T2R85kigGDBVT8rw0yNTslnugmn7SKqnUk2LCkamk_YYjyOLKXDL719DU_xqWGvU6oPRGUGpNi_qOUkH2VfpiM7ZlESTf_KGWe8Hgq,4032
113,баскетбольная площадка,55.69435970000001,37.9136289,"назаровская ул., 1, люберцы, московская обл., россия, 140010",0,0
114,баскетбольная площадка,55.6876541,37.9114657,"просп. гагарина, 10, люберцы, московская обл., россия, 140010",0,0
115,"спортивный комплекс ""парус""",55.69206999999999,37.84952800000001,"привольная ул., 42, москва, россия, 109156",Aap_uEDBURqnQoQ97DWQlzsruv-BbR19m8iNzgblxDmZ86uou86l1bV301bNrrIXAnfHcNRc9Arkigc6Fsnfn9wYTpZpYL5JGKBfKELlDWVcwD1MSsvRqriOYQPBXLit53sxUj2wRqlmPAJ4NE69T2_JS4M4FmRp10aHkbMJFhsKWzEAvOYq,4096
116,"спортивный центр ""космос""",55.693552,37.551161,"ленинский пр-т., 64/2, москва, россия, 119296",Aap_uECvKAXFwV-0-fBqOfVfMCsaDaDxnZsL8EPI2Gps0ljD1uCRrPJorPIgosxHbRbGc2uqLbWXidexo330cjkukYZUGbHkruNEysx8MPMrl9nGQTQy2tmDNlMBuJ7ZTKIz-OEyzHVXG-eKGtdqpcUZs19UX7D79S1D5zkQjWCC8lg8EMb4,2448
117,российская федерация баскетбола,55.7135668,37.5675857,"лужнецкая наб., 8, москва, россия, 123001",0,0
118,"гбу ""московская баскетбольная академия"" москомспорта",55.81598,37.8178471,"новосибирская ул., дом 11а, москва, россия, 107497",0,0
119,"гбу ""cпортивная школа олимпийского резерва № 56"" москомспорта",55.81603399999999,37.818132,"новосибирская ул., 11a, москва, россия, 107497",Aap_uEDqH5VWDxb5vTaJ2OqLLvsjrYVVFO2AvdyEauAZ16UvJE2qgsdc3OPgcmd62XyZf0i50yERtazVGGUNq91dBEzh5c74A8lpfewTjuZRFffSPkyVHTXu9B0oMpha2-B5oXvLkxkZz1Eyjk3gRrI8KXOfo8nH_yyA5hfO-S5fbtu3amMr,4330
120,спортивная экипировка,55.7898289,37.74958,"измайловское ш., 71-а, москва, россия, 105187",0,0
121,арена 4 спорта,55.7156639,37.6346168,"дубининская ул., 69, москва, россия, 115054",Aap_uECZlXNRid3K8OVyXSUj3ffD2nEl99tfbaewFFeepBUV3L5BcInSYy70vfSsxEFXHl10OewywJh0y5CoAHvlcFMtpnZoX9WpVNBTLygvld6kfsyQZIZzeWhNSzCKOBZ8SXBeIBixMdMz5OUFeNNjXSj9UGxnRJLEGoO3AOsgEpsB9i9i,4208
122,спортивная школа «тимирязевская»,55.8812508,37.5598537,"ул. 800-летия москвы, 7б, москва, россия, 127591",Aap_uEBPM4Mc8wez0m53cd1HgANkG7HKKtHA6hIP22tAvAlgzpP-Fg-dU3wNUHzxfiZtB0nl2ibQhNjoLXPZ02UH3FfIRxsWAfgaw3ZvsI4z6p7DP40rk6MljuTVxYVzLzi2ZrEDETl8223Y56VcucPJUphgSeSF5cv-eamEWw4S_jtnefXm,4032
123,баскетбольная школа,55.879475,37.55737010000001,"москва, россия, 127247",0,0
124,"гбу ""спортивная школа олимпийского резерва № 49 ""тринта"" москомспорта",55.69997060000001,37.60960559999999,"загородное ш., 2а, москва, россия, 117105",Aap_uEB_f-h50rmX_S0IHVHgXmeBE4E4Kwnzkxv1oGqwzwUDKZ885gH5C41X3b8tVCuZdZfg4gHwRCMWDat_tQP8JsonSVjOKw8h9KrDWTcZjBpg7u_5-pZPVIuATcc_W-SNGp3MlxV76owFBa70rN28Zk9pY3lB6PAax5M_He-TGKl7clrF,4160
125,спортивный комплекс citysport ленинский (футбол / хоккей),55.705504,37.600333,"5-й донской пр-д, 15 стр.7, москва, россия, 119334",Aap_uEDcKXZ5pypOCCpPj2cRAVK4079vhQ_HzN-jDe43NN9l7mB42ZOfnzPwqpR6JD5PazRNd0sUsCyF31A0Au_ltHnuZPbl19WrH0F1B9U7fs0H2apwJwJgkDnFvxLa4mG0sIfygC_91geVPvsIEmY3wJbm6ADjPZqH-f6YJZPnYgXPhyi2,2808
126,асб (ассоциация студенческого баскетбола),55.704005,37.6255581,"варшавское ш., 1 строение 2, москва, россия, 117105",0,0
127,баскетбольная площадка,55.4189912,37.5281861,"unnamed road, подольск, московская обл., россия, 142114",0,0
128,баскетбольная площадка,55.8610951,36.8943251,"московская обл., россия, 143500",0,0
129,tpx баскетбольная секция,55.685858,37.751274,"краснодонская ул., 2к4, москва, россия, 109387",0,0
130,"баскетбольный клуб ""стремление""",55.6483302,37.5409694,"ул. бутлерова, 17б, офис 345, москва, россия, 117342",0,0
131,баскетбольная академия первый шаг,55.7707604,37.4130608,"крылатская ул., 25, москва, россия, 121614",0,0
132,смотровая площадка,55.7520222,37.4166222,"улица крылатские холмы д.15к2, москва, россия, 121609",Aap_uEB5Zzq1fO_sbKCMnSQBkLqzDlInGd_m-nYML00LwzRkFGeC4fchmVQn_YKHNLjuH-4fKe0ePjzGJJuOaKuKhNe6s31U-vkhV6Vg-PCZC1uoukjtzOD9rfBao08geQXiTv5sYi9gK2VjrtNNY9ZSV8FgTv3hijbcSls2Wr3rBl-qcWgd,4032
133,"баскет холл москва гбу ск ""мегаспорт"" москомспорта",55.75727639999999,37.4434239,"островная ул., 7, москва, россия, 121552",Aap_uEAN6vpykc-xXBRx__C8iQLVZnKENJD5uo8uHqfdJShx2YAljrpqEY97vRnX53xQcTA3OfahJndRPoQmaN_58krdHZBLnTP8DDT8GnFj6WuNYtdVr1jutQiepjzlef7vX76ekTZ-G7Ae6tRi5WCbgKer46l5NAiUCKCIXNyRitcHYGr6,4208
134,баскетбольная площадка,55.8344791,37.268608,"ул. мерлушкина, 1, красногорск, московская обл., россия, 143409",Aap_uEAHltFbfr1Trkq2IChcs5N0Q8ZrxpzxVJRSb_lSz9UbfzwkGwxXnn0OHvgT6ip9x3PBUxgX5ZGMmNAT4_HY821nrndLfDNSi9b4u3K6GLBUMFRhutR9K1qnBocOsy4vRthTZPLlh3Wja-OrXQdQbxmbDPE-NboQrWdDkd91bPNIPeTp,3120
135,баскетбольная площадка д.5,55.4179966,37.4825025,"подольск, московская обл., россия, 142133",Aap_uECgV24dgd8iQgJQYQaatHEn3KCG3IZonjq99nk28Og7ANO6LussaB0hiDfiklQ_68MCMXtKIyiFaFbrP-keg5sfh0q42OCF5HWa28yyetUG0UAfZ2FOVUchnOZr8TXSNhO73_BjIDS4TXNCpKvCHgYWiUsyqYYC5LU93czGJOQAqEyh,3024
136,баскетбольная площадка,55.5933199,37.1095033,"совхоза крекшино пос, 35, крекшино, московская обл., россия, 143391",0,0
137,баскетбольная площадка,55.60296760000001,37.1691293,"ул. ленина, москва, россия, 108804",0,0
138,баскетбольная площадка,55.58432939999999,37.1286709,"ул. медовая долина, дом 7 корпус 2, москва, россия, 108810",0,0
139,баскетбольная площадка,55.97519759999999,37.1680731,"зеленоград, московская обл., россия, 124365",0,0
140,баскетбольная площадка,55.9727054,37.1641191,"зеленоград, москва, россия, 124365",0,0
141,баскетбольная площадка,55.966275,37.1505229,"георгиевский просп., 37к2, зеленоград, москва, россия, 124365",0,0
142,баскетбольная площадка в 15м микр,55.9793789,37.1597525,"москва, россия, 124365",0,0
143,баскетбольное площадка,55.9421905,37.2922788,"химки, московская обл., россия, 141420",0,0
144,баскетбольное поле имени горюнова,55.9446756,37.3474144,"синявинская ул., 11 корпус 16, москва, московская обл., россия, 141431",Aap_uECcxqXOSvmshUuTy_SlK9PBpSwRPqBz7ypSsMofLGBWLLs2TF_HvhAzHVIUm1GvhT71qW8g22e0mzkh5eXdBmgpvYAHh2UqP6aGKxyDlmJe25V1NZeOJvXSuhLNjmym6cuhvnr5Yrvv1drCBvWXpJM_iSe6SCq_b4OiVRHiADcp_wP2,3000
145,баскетбольная академия хаски,55.669365,37.760553,"новороссийская ул., 36, москва, россия, 109559",Aap_uEDRLq7hmMVkrmui7BL8ISCqCEMY4xcCJCsL7jX00lAL6rz2f3ZVIF4Shc59-TaEiAwesYYCMzNwFJ8N6kuyOaqZav2Gw3ckLYAuv9RSN14zJ9Ol83tBogBNNlxFXWQSV70Lsv7j0FNnjdFiXKbsrqryaUEtipuwPT0f0O6YKvp_0QXP,1919
146,"спортивный комплекс ""снегирь арена""",55.59242459999999,37.2012086,"2, марушкино, москва, россия, 108809",Aap_uED68bZEckjZnsp4Dx_t2IraOW9g23nxzxiMZRrVc9n5Z2XW2KwOjVdIXN9j1pI5mWTb0sFpzNksftl_jrvtX6bVVuMJ0N5PTdLELi-yDf53sWN6bEqfSZvDxL_Nr1BW6O6jLpnpJ3jJ6QDfao15_3P7bcRMbRPDy1eYyza-MVS6TFRb,4032
147,баскетбольная площадка,55.5128192,36.9851665,"селятино, московская обл., россия, 143345",0,0
148,баскетбольная площадка,55.7030384,37.0218756,"20, горки-10, московская обл., россия, 143021",0,0
149,баскетбольная академия хаски,55.660207,37.7453681,"ул. перерва, 41к2, москва, россия, 109341",Aap_uEDex2kZE-NyShoeDANb5g9X4O4a3Jq_Lsh4aKNd8dnHNvu34zB7Kv5vuBDgiLo-4vzPEJ5q8FyNXWxfMFSacFIuVM-9jHD9KLXgDkg238cEAIKGmxHFvEMfZFFm1njlyAmCZ3I8GkZ4NVFuCtwC9YRnlVRrNpbQcPmGjlyA3c0AOWgQ,1919
150,баскетбольная площадка,55.8483179,37.1729426,"красноармейская ул., 47, нахабино, московская обл., россия, 143430",0,0
151,профессиональная баскетбольная лига,55.7906559,37.6005951,"тихвинская ул., 20, москва, россия, 127055",0,0
152,teenbasket,55.75544679999999,37.760047,"ул. плеханова, 7, москва, россия, 111141",0,0
153,спортаренда,55.6574677,37.5293937,"ул. обручева, 23, корп. 3, москва, россия, 117630",0,0
154,campus. спортивные площадки,55.76284,37.530252,"2-я магистральная ул., 16с1, москва, россия, 123290",Aap_uEBpAS3lKaH0lyLnjzwf64QgH2oV7O6FB377eyDZQxZp4tHoL0KRfOrOraBM_mfp1236oOH6P7FYcwxRfNlnGKyi2Y1sWFOFXfIxDCDTTYiokO5J_OqDv_glwMI9EVuI_zcKcj50JQz3lzn7U6708cGxWSr96Vq4ibhs0A7-uhFIjAbu,2309
155,баскетбольная акадмия первый шаг,55.6907139,37.4994121,"15к1 &nbsp;, школа № 1434 ""раменки, ул. раменки, москва, россия, 119607",0,0
156,"спортплощадка, воркаут",55.6044913,37.1698009,"москва, россия, 143390",Aap_uEBvYKe9lou6qXuquq0jN302ONE3woqOQ4XECfO1fCK1oGrSL1PJVroJTDTw-2hVpTn-SW6OM4Q3Wt6jUKttllYmT7lQ0kc7Tl-P5g2miUbB_BfS8IEU1GXyjK6NdeZ3rToLNPlCsODD-EG8DKlHYBlGzcalgi4-Wsp4ZO7lAC-KTvcC,3264
157,спортивная площадка,55.9676351,37.59203979999999,"ул. березовая pоща, афанасово, московская обл., россия, 141044",0,0
158,гбу сшор москвич москомспорта,55.706858,37.731782,"люблинская ул., 15, москва, россия, 109390",Aap_uEAkSTUPf0LmRbzbKzkCPiJGNhE8dm-Y25mkKAyW9lIyVF9U6X99aB0fofPxlCBWHisHQda52GLJ11nChv7Hs-0-S6y19-Ly_Z8XMXm3WGiS7w-7gJ9J6UpDuyt2uhJ7hecBVAJLkYtDFX2CAyu7ENQeOF5pl7ioNiLpRD1SPuh4u-MA,3456
159,баскетбольный клуб стремление,55.621398,37.6627281,"севанская ул., 6, москва, россия, 115516",0,0
160,спортивный комплекс чертаново,55.6356303,37.59488229999999,"северное чертаново ул., корпус 806, москва, россия, 117208",Aap_uED_bGZcqZY5kLlOQsWpL_xJnjPH1CiAMmelmI2AI44kwUyPhE2K5wPOO6F2ECFQITcHElT4rZbDe5hba-mnb7Emhjav6Ox8qhf7IRI_PxAxUP8D5U16xH5uPKoeBf3zIM8_y9pXalf4h7mos-DBUiwdGl7ywFXVI4L2hl0S6zQAWVUH,3968
161,"профессиональный баскетбольный клуб ""руна""",55.7187293,37.68728979999999,"шарикоподшипниковская ул., 13 с24, москва, россия, 115088",0,0
